original_id,customer_message,support_reply,intent,escalation,reply_keywords,ground_truth_notes
UBER_0250,I think it should be mandatory for Uber driver to be able to read GPS. Way too often I encountered driver who can't read GPS 😑😣😵,Here to help! Please contact us via so we can follow up.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0251,Honestly fuck you guys you guys suck are you that broke that you really need to steal money from a somebody that has done nothing #pathetic,So sorry about the trouble! Please send us a DM with your email address and phone number so we can connect.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0252,it finally worked and I’m in my ride. 😁 Seems like it might have been a short issue. Whew! 👍🏻,Happy to hear! If there's anything else you need don't hesitate to reach out to anytime!,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0253,I am livid!!! Everytime an uber driver cancels....I am charged. How do I get my money back?,"Hello, Amanda. We've followed up with you via DM regarding this matter.",Refund Request,ESCALATE,"refund, review, trip details, fare adjustment, DM",Explicit demand for monetary refund or fee reversal requiring billing team action.
UBER_0254,imagine waiting 1 hour 30 mins for your McDonald's order then finding out a whole meal is missing 😡,"Hi, Heather! Sorry for the trouble. Kindly send us a note here; so our team can follow-up.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0255,I was hit by a driver of yours and he didn't have insurance. Thought you should know.,We take this very seriously. Please send us a DM with your email address so we can connect ASAP.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0256,"Asides keeping mute on our compromised data, your drivers in Ghana don't know how to use Google Maps. 🤨",Here to help! Send us a note via and we'll be in touch.,Account Access / Security,ESCALATE,"account email, phone number, sign in, verify, DM","Account credentials, lockouts, or security issues requiring human agent identity verification."
UBER_0257,Really! I’m part of Tallahasse! #UberEATS #uber,We're always looking to expand. Be sure to keep an eye out for future updates via email or text regarding expansion!,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0258,"why to choose longest way, when better option is available, will help in saving money as well as reduction of pollution #globalwarming","Here to help! Send us a note here, and our team will follow up.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0259,What happen to India ! Increased the price almost twice and 10 min wait shown and still 10 min more waiting! Thn why would I pay this,Here to help! Follow up here; and our team will connect right away.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0260,"Help! I placed an order with UberEats, which was delivered incomplete and now I'm apparently locked out of my account...?","Happy to help, Sean! We followed up with you via DM.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0261,drive went straight past me and then cancelled as I wasn’t about 😂🙄,Sorry for the trouble. Please send us a note at so our team can connect.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0262,Is there a problem with your system or something? Im trying to add a paypal account as a payment method but it keeps telling me to try again later.,We can definitely take a look. Contact us via so we can assist.,Payment Failure,AUTO_HANDLE,"payment method, bank, update card, app settings, help",Card processing failure or bank decline handled via self-service payment update steps.
UBER_0263,I need someone to contact me in regards to a ride last night THAT I DIDNT TAKE. Yet I still paid for it?!?!,"We'd be happy to take a look into this, Katie. Please share details here; so we can further review.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0264,check your accounts y'all! i was just hacked from russia,Kindly send us your contact information with email address so can further assist.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
